,,BW,12.962,MB/s
,,BW,14.124,MB/s
,,BW,15.456,MB/s
,,BW,13.212,MB/s
,,BW,13.255,MB/s
,,BW,12.840,MB/s
,,BW,13.607,MB/s
,,BW,18.044,MB/s
,,BW,13.653,MB/s
,,BW,13.791,MB/s
,,BW,12.760,MB/s
,,BW,13.003,MB/s
,,BW,12.800,MB/s
,,BW,13.429,MB/s
,,BW,13.342,MB/s
,,BW,12.880,MB/s
,,BW,13.429,MB/s
,,BW,13.931,MB/s
,,BW,13.342,MB/s
,,BW,13.562,MB/s
,,BW,13.698,MB/s
,,BW,12.840,MB/s
,,BW,13.212,MB/s
,,BW,13.562,MB/s
,,BW,13.518,MB/s
,,BW,12.962,MB/s
,,BW,13.255,MB/s
,,BW,12.760,MB/s
,,BW,13.170,MB/s
,,BW,12.564,MB/s
,,BW,12.681,MB/s
,,BW,13.698,MB/s
,,BW,12.681,MB/s
,,BW,13.385,MB/s
,,BW,12.720,MB/s
,,BW,13.791,MB/s
,,BW,17.282,MB/s
,,BW,13.653,MB/s
,,BW,14.787,MB/s
,,BW,14.173,MB/s
,,BW,12.720,MB/s
,,BW,12.921,MB/s
,,BW,13.212,MB/s
,,BW,13.003,MB/s
,,BW,12.681,MB/s
,,BW,13.342,MB/s
,,BW,12.525,MB/s
,,BW,13.342,MB/s
,,BW,13.044,MB/s
,,BW,13.170,MB/s
,,BW,13.212,MB/s
,,BW,12.720,MB/s
,,BW,13.698,MB/s
,,BW,17.504,MB/s
,,BW,14.422,MB/s
,,BW,12.840,MB/s
,,BW,12.525,MB/s
,,BW,12.603,MB/s
,,BW,12.720,MB/s
,,BW,12.337,MB/s
,,BW,13.170,MB/s
,,BW,12.681,MB/s
,,BW,12.880,MB/s
,,BW,12.880,MB/s
,,BW,12.760,MB/s
,,BW,13.255,MB/s
,,BW,13.473,MB/s
,,BW,13.298,MB/s
,,BW,13.044,MB/s
,,BW,13.170,MB/s
,,BW,13.385,MB/s
,,BW,17.964,MB/s
,,BW,13.086,MB/s
,,BW,14.733,MB/s
,,BW,13.003,MB/s
,,BW,11.636,MB/s
,,BW,13.931,MB/s
,,BW,13.429,MB/s
,,BW,12.449,MB/s
,,BW,13.473,MB/s
,,BW,11.941,MB/s
,,BW,13.429,MB/s
,,BW,12.412,MB/s
,,BW,13.086,MB/s
,,BW,12.800,MB/s
,,BW,12.720,MB/s
,,BW,12.880,MB/s
,,BW,12.921,MB/s
,,BW,13.653,MB/s
,,BW,15.937,MB/s
,,BW,12.962,MB/s
,,BW,0.009,MB/s
,,BW,12.564,MB/s
,,BW,13.884,MB/s
,,BW,13.518,MB/s
,,BW,13.518,MB/s
,,BW,13.298,MB/s
,,BW,13.473,MB/s
,,BW,17.655,MB/s
,,BW,13.607,MB/s
,,BW,13.473,MB/s
,,BW,12.962,MB/s
,,BW,13.385,MB/s
,,BW,13.086,MB/s
,,BW,14.124,MB/s
,,BW,12.047,MB/s
,,BW,12.760,MB/s
,,BW,13.255,MB/s
,,BW,12.921,MB/s
,,BW,13.044,MB/s
,,BW,12.720,MB/s
,,BW,13.170,MB/s
,,BW,12.720,MB/s
,,BW,13.473,MB/s
,,BW,13.212,MB/s
,,BW,17.579,MB/s
,,BW,14.222,MB/s
,,BW,13.298,MB/s
,,BW,13.255,MB/s
,,BW,13.653,MB/s
,,BW,14.733,MB/s
,,BW,13.044,MB/s
,,BW,12.760,MB/s
,,BW,12.962,MB/s
,,BW,13.086,MB/s
,,BW,13.086,MB/s
,,BW,13.518,MB/s
,,BW,13.255,MB/s
,,BW,13.003,MB/s
,,BW,12.840,MB/s
,,BW,13.003,MB/s
,,BW,17.066,MB/s
,,BW,13.170,MB/s
,,BW,18.450,MB/s
,,BW,12.487,MB/s
,,BW,13.003,MB/s
,,BW,12.337,MB/s
,,BW,13.212,MB/s
,,BW,12.720,MB/s
,,BW,13.298,MB/s
,,BW,12.603,MB/s
,,BW,14.027,MB/s
,,BW,19.140,MB/s
,,BW,12.603,MB/s
,,BW,13.607,MB/s
,,BW,14.027,MB/s
,,BW,12.525,MB/s
,,BW,13.298,MB/s
,,BW,13.698,MB/s
,,BW,12.962,MB/s
,,BW,12.962,MB/s
,,BW,13.518,MB/s
,,BW,12.681,MB/s
,,BW,12.681,MB/s
,,BW,13.255,MB/s
,,BW,13.931,MB/s
,,BW,13.044,MB/s
,,BW,13.003,MB/s
,,BW,13.086,MB/s
,,BW,13.128,MB/s
,,BW,12.921,MB/s
,,BW,12.800,MB/s
,,BW,13.473,MB/s
,,BW,12.800,MB/s
,,BW,13.698,MB/s
,,BW,12.681,MB/s
,,BW,13.473,MB/s
,,BW,14.173,MB/s
,,BW,18.533,MB/s
,,BW,12.880,MB/s
,,BW,13.429,MB/s
,,BW,13.128,MB/s
,,BW,13.298,MB/s
,,BW,12.921,MB/s
,,BW,17.504,MB/s
,,BW,13.044,MB/s
,,BW,13.298,MB/s
,,BW,13.086,MB/s
,,BW,12.641,MB/s
,,BW,13.744,MB/s
,,BW,13.086,MB/s
,,BW,12.720,MB/s
,,BW,12.564,MB/s
,,BW,12.880,MB/s
,,BW,13.744,MB/s
,,BW,13.003,MB/s
,,BW,13.170,MB/s
,,BW,12.720,MB/s
,,BW,13.086,MB/s
,,BW,18.123,MB/s
,,BW,13.518,MB/s
,,BW,12.921,MB/s
,,BW,12.800,MB/s
,,BW,13.342,MB/s
,,BW,12.800,MB/s
,,BW,12.840,MB/s
,,BW,12.800,MB/s
,,BW,13.128,MB/s
,,BW,12.800,MB/s
,,BW,13.429,MB/s
,,BW,13.044,MB/s
,,BW,13.562,MB/s
,,BW,17.355,MB/s
,,BW,13.837,MB/s
,,BW,13.212,MB/s
,,BW,12.800,MB/s
,,BW,13.212,MB/s
,,BW,12.760,MB/s
,,BW,13.518,MB/s
,,BW,12.921,MB/s
,,BW,13.385,MB/s
,,BW,13.607,MB/s
,,BW,13.170,MB/s
,,BW,13.791,MB/s
,,BW,12.800,MB/s
,,BW,12.840,MB/s
,,BW,12.800,MB/s
,,BW,12.449,MB/s
,,BW,13.170,MB/s
,,BW,13.342,MB/s
,,BW,13.086,MB/s
,,BW,13.744,MB/s
,,BW,13.212,MB/s
,,BW,13.086,MB/s
,,BW,14.840,MB/s
,,BW,15.693,MB/s
,,BW,13.003,MB/s
,,BW,13.170,MB/s
,,BW,13.385,MB/s
,,BW,12.962,MB/s
,,BW,13.837,MB/s
,,BW,12.880,MB/s
,,BW,13.003,MB/s
,,BW,12.760,MB/s
,,BW,13.385,MB/s
,,BW,13.518,MB/s
,,BW,12.720,MB/s
,,BW,17.731,MB/s
,,BW,12.564,MB/s
,,BW,13.170,MB/s
,,BW,13.473,MB/s
,,BW,13.429,MB/s
,,BW,12.880,MB/s
,,BW,13.473,MB/s
,,BW,13.884,MB/s
,,BW,13.255,MB/s
,,BW,13.170,MB/s
,,BW,13.212,MB/s
,,BW,13.128,MB/s
,,BW,13.255,MB/s
,,BW,12.641,MB/s
,,BW,13.298,MB/s
,,BW,13.170,MB/s
,,BW,12.880,MB/s
,,BW,14.124,MB/s
,,BW,13.086,MB/s
,,BW,12.720,MB/s
,,BW,13.086,MB/s
,,BW,14.524,MB/s
,,BW,17.886,MB/s
,,BW,12.641,MB/s
,,BW,13.255,MB/s
,,BW,13.170,MB/s
,,BW,13.473,MB/s
,,BW,13.170,MB/s
,,BW,12.760,MB/s
,,BW,13.429,MB/s
,,BW,12.880,MB/s
,,BW,13.086,MB/s
,,BW,12.681,MB/s
,,BW,13.698,MB/s
,,BW,14.124,MB/s
,,BW,13.385,MB/s
,,BW,12.760,MB/s
,,BW,12.641,MB/s
,,BW,12.374,MB/s
,,BW,12.921,MB/s
,,BW,12.487,MB/s
,,BW,12.641,MB/s
,,BW,12.800,MB/s
,,BW,12.525,MB/s
,,BW,13.473,MB/s
,,BW,12.880,MB/s
,,BW,13.298,MB/s
,,BW,12.564,MB/s
,,BW,13.429,MB/s
,,BW,13.298,MB/s
,,BW,13.086,MB/s
,,BW,12.880,MB/s
,,BW,13.473,MB/s
,,BW,13.003,MB/s
,,BW,13.170,MB/s
,,BW,12.840,MB/s
,,BW,12.681,MB/s
,,BW,18.204,MB/s
,,BW,13.170,MB/s
,,BW,13.698,MB/s
,,BW,12.603,MB/s
,,BW,13.607,MB/s
,,BW,12.641,MB/s
,,BW,13.473,MB/s
,,BW,12.603,MB/s
,,BW,13.884,MB/s
,,BW,12.840,MB/s
,,BW,13.212,MB/s
,,BW,13.429,MB/s
,,BW,13.979,MB/s
,,BW,17.579,MB/s
,,BW,13.791,MB/s
,,BW,13.429,MB/s
,,BW,12.800,MB/s
,,BW,13.385,MB/s
,,BW,12.880,MB/s
,,BW,13.212,MB/s
,,BW,12.800,MB/s
,,BW,13.255,MB/s
,,BW,13.170,MB/s
,,BW,13.170,MB/s
,,BW,13.473,MB/s
,,BW,12.880,MB/s
,,BW,13.212,MB/s
,,BW,12.800,MB/s
,,BW,12.962,MB/s
,,BW,12.641,MB/s
,,BW,13.255,MB/s
,,BW,13.255,MB/s
,,BW,12.760,MB/s
,,BW,14.524,MB/s
,,BW,18.533,MB/s
,,BW,12.603,MB/s
,,BW,12.921,MB/s
,,BW,0.009,MB/s
,,BW,12.300,MB/s
,,BW,12.962,MB/s
,,BW,13.086,MB/s
,,BW,13.255,MB/s
,,BW,13.518,MB/s
,,BW,13.128,MB/s
,,BW,13.518,MB/s
,,BW,12.525,MB/s
,,BW,13.653,MB/s
,,BW,13.212,MB/s
,,BW,14.422,MB/s
,,BW,14.948,MB/s
,,BW,13.044,MB/s
,,BW,13.607,MB/s
,,BW,13.086,MB/s
,,BW,13.342,MB/s
,,BW,12.760,MB/s
,,BW,17.655,MB/s
,,BW,17.504,MB/s
,,BW,13.086,MB/s
,,BW,12.962,MB/s
,,BW,12.300,MB/s
,,BW,12.962,MB/s
,,BW,13.429,MB/s
,,BW,14.027,MB/s
,,BW,12.880,MB/s
,,BW,17.066,MB/s
,,BW,12.800,MB/s
,,BW,13.562,MB/s
,,BW,12.840,MB/s
,,BW,13.607,MB/s
,,BW,13.255,MB/s
,,BW,12.962,MB/s
,,BW,13.128,MB/s
,,BW,12.840,MB/s
,,BW,13.086,MB/s
,,BW,13.170,MB/s
,,BW,13.044,MB/s
,,BW,12.720,MB/s
,,BW,14.371,MB/s
,,BW,18.618,MB/s
,,BW,13.791,MB/s
,,BW,12.603,MB/s
,,BW,13.473,MB/s
,,BW,12.641,MB/s
,,BW,12.603,MB/s
,,BW,17.504,MB/s
,,BW,13.298,MB/s
,,BW,13.298,MB/s
,,BW,13.003,MB/s
,,BW,13.298,MB/s
,,BW,13.128,MB/s
,,BW,13.979,MB/s
,,BW,18.367,MB/s
,,BW,13.212,MB/s
,,BW,13.518,MB/s
,,BW,12.921,MB/s
,,BW,12.337,MB/s
,,BW,12.880,MB/s
,,BW,13.429,MB/s
,,BW,12.760,MB/s
,,BW,13.086,MB/s
,,BW,11.409,MB/s
,,BW,13.385,MB/s
,,BW,12.760,MB/s
,,BW,12.921,MB/s
,,BW,13.562,MB/s
,,BW,12.760,MB/s
,,BW,13.653,MB/s
,,BW,12.800,MB/s
,,BW,13.298,MB/s
,,BW,12.564,MB/s
,,BW,13.342,MB/s
,,BW,13.255,MB/s
,,BW,16.995,MB/s
,,BW,12.720,MB/s
,,BW,12.374,MB/s
,,BW,13.837,MB/s
,,BW,13.086,MB/s
,,BW,12.760,MB/s
,,BW,13.212,MB/s
,,BW,13.429,MB/s
,,BW,12.921,MB/s
,,BW,13.086,MB/s
,,BW,13.744,MB/s
,,BW,12.800,MB/s
,,BW,14.681,MB/s
,,BW,14.321,MB/s
,,BW,18.618,MB/s
,,BW,13.003,MB/s
,,BW,13.744,MB/s
,,BW,12.641,MB/s
,,BW,12.921,MB/s
,,BW,12.921,MB/s
,,BW,12.525,MB/s
,,BW,13.429,MB/s
,,BW,13.086,MB/s
,,BW,13.744,MB/s
,,BW,12.962,MB/s
,,BW,13.170,MB/s
,,BW,13.255,MB/s
,,BW,13.562,MB/s
,,BW,13.128,MB/s
,,BW,13.212,MB/s
,,BW,12.840,MB/s
,,BW,12.962,MB/s
,,BW,13.044,MB/s
,,BW,13.385,MB/s
,,BW,13.255,MB/s
,,BW,14.422,MB/s
,,BW,13.385,MB/s
